"SKU","DESCRIPTION","YEAR","CAPACITY","URL","PRICE","SELLER_INFORMATION","OFFER_DESCRIPTION","COUNTRY"
11395,"Chd'Yquem",2001,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2001/-/-/u","$425.55","Aabalat Fine & Rare Wines","2001Yquem Sauternes","USA (CA)"
11395,"Chd'Yquem",2001,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2001/-/-/u","$559.00","FineWineCollector.com","2001Ch.d'Yquem,Sauternes","USA (CA)"
11395,"Chd'Yquem",2001,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2001/-/-/u","$582.00","The Redd Collection","2001Chd'Yquem","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$171.00","Spectrum Wine Retail","2010d'Yquem","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$225.00","Belmont Wine Exchange LLC","2010d'Yquem[ ]","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$285.98","Aabalat Fine & Rare Wines","2010Yquem Sauternes","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$299.00","Benchmark Wine Group","d`Yquem2010375ml-Special Case Discounts!","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$325.00","Vinfolio","2010Yquem375ML","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$367.00","The Redd Collection","2010Chd'Yquem","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$395.00","Guido's Wine","d'Yquem2010,750ml","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$398.00","Laguna Cellar","Chateaud'Yquem2010,Sauternes[750ml]","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$399.00","Benchmark Wine Group","d`Yquem2010","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$404.99","Spectrum Wine Retail","2010d'Yquem","USA (CA)"
11397,"Chd'Yquem",2010,"750ml","https://www.wine-searcher.com/find/ch+d+yquem/2010/-/-/u","$410.00","No Limit Fine Wines","2010Chateaud'Yquem Sauternes","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","218,134?","Belmont Wine Exchange LLC","1985Ducru Beaucaillou","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","219,252?","The Redd Collection","1985Ch Ducru-Beaucaillou","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","222,608?","Benchmark Wine Group","Ducru Beaucaillou1985","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","222,608?","Vinfolio","1985Ducru-Beaucaillou750ML","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","246,043?","Laguna Cellar","Chateau Ducru-Beaucaillou1985,Saint-Julien","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","246,088?","Aabalat Fine & Rare Wines","1985Ducru Beaucaillou StJulien,Red Blend","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","251,670?","Wine Exchange","Ducru Beaucaillou Saint Julien1985Pre-Arrival","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","257,275?","Hi-Time Wine Cellars","DUCRUBEAUCAILLOU1985SAINTJULIEN","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","290,834?","Lincoln Fine Wines","Chateau Ducru-Beaucaillou-St.-Julien1985","USA (CA)"
11398,"Ch Ducru-Beaucaillou",1985,"750ml","https://www.wine-searcher.com/find/ch+ducru-beaucaillou/1985/-/-/u","906,082?","Wally's Wine & Spirits","1985Chateau Ducru Beaucaillou1.5L,1985","USA (CA)"
11399,"Ch Ducru-Beaucaillou",1986,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1986/-/-/u","$189.98","Wine Exchange","Ducru Beaucaillou Saint Julien1986","USA (CA)"
11399,"Ch Ducru-Beaucaillou",1986,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1986/-/-/u","$190.00","Belmont Wine Exchange LLC","1986Ducru Beaucaillou","USA (CA)"
11399,"Ch Ducru-Beaucaillou",1986,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1986/-/-/u","$199.00","European Wine Resource","1986Ducru-Beaucaillou","USA (CA)"
11399,"Ch Ducru-Beaucaillou",1986,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1986/-/-/u","$200.00","The Redd Collection","1986Ch Ducru-Beaucaillou","USA (CA)"
11399,"Ch Ducru-Beaucaillou",1986,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1986/-/-/u","$239.98","Wine Exchange","Ducru Beaucaillou Saint Julien1986Pre-Arrival","USA (CA)"
11399,"Ch Ducru-Beaucaillou",1986,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1986/-/-/u","$243.55","Aabalat Fine & Rare Wines","1986Ducru Beaucaillou StJulien,Red Blend","USA (CA)"
11399,"Ch Ducru-Beaucaillou",1986,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1986/-/-/u","$326.00","EC Cellars LLC","1986Chateau Ducru-Beaucaillou,Saint-Julien,France,OWC","USA (CA)"
11400,"Ch Ducru-Beaucaillou",1996,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1996/-/-/u","$215.00","Benchmark Wine Group","Ducru Beaucaillou1996","USA (CA)"
11400,"Ch Ducru-Beaucaillou",1996,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1996/-/-/u","$240.00","The Redd Collection","1996Ch Ducru-Beaucaillou","USA (CA)"
11400,"Ch Ducru-Beaucaillou",1996,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1996/-/-/u","$257.49","Fine Wine Discounters","1996Chateau Ducru-Beaucaillou-Bordeaux Blend-2nd Growth-St.Julien-Bordeaux-Red,France","USA (CA)"
11400,"Ch Ducru-Beaucaillou",1996,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1996/-/-/u","$271.49","Inside The Grape","1996Chateau Ducru-Beaucaillou-Bordeaux Blend-2nd Growth-St.Julien-Bordeaux-Red,France","USA (CA)"
11400,"Ch Ducru-Beaucaillou",1996,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1996/-/-/u","$275.00","Fine Wines International","1996Chateau Ducru-Beaucaillou,Saint-Julien,France750ml","USA (CA)"
11400,"Ch Ducru-Beaucaillou",1996,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1996/-/-/u","$349.97","Wine.com","1996Chateau Ducru-Beaucaillou","USA (CA)"
11400,"Ch Ducru-Beaucaillou",1996,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1996/-/-/u","$369.98","Wine Exchange","Ducru Beaucaillou Saint Julien1996Pre-Arrival","USA (CA)"
11401,"Ch Ducru-Beaucaillou",1997,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/1997/-/-/u","$149.00","The Redd Collection","1997Ch Ducru-Beaucaillou","USA (CA)"
11402,"Ch Ducru-Beaucaillou",2001,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2001/-/-/u","$162.00","The Redd Collection","2001Ch Ducru-Beaucaillou","USA (CA)"
11402,"Ch Ducru-Beaucaillou",2001,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2001/-/-/u","$219.98","Wine Exchange","Ducru Beaucaillou Saint Julien2001Pre-Arrival","USA (CA)"
11403,"Ch Ducru-Beaucaillou",2005,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2005/-/-/u","$229.00","Westgarth Wines","2005Ducru Beaucaillou","USA (CA)"
11403,"Ch Ducru-Beaucaillou",2005,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2005/-/-/u","$230.00","The Redd Collection","2005Ch Ducru-Beaucaillou","USA (CA)"
11403,"Ch Ducru-Beaucaillou",2005,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2005/-/-/u","$231.00","EC Cellars LLC","2005Chateau Ducru-Beaucaillou,Saint-Julien,France","USA (CA)"
11403,"Ch Ducru-Beaucaillou",2005,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2005/-/-/u","$245.00","EC Cellars LLC","2005Chateau Ducru-Beaucaillou,Saint-Julien,France,OWC","USA (CA)"
11404,"Ch Ducru-Beaucaillou",2006,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2006/-/-/u","$155.00","Belmont Wine Exchange LLC","2006Ducru Beaucaillou","USA (CA)"
11404,"Ch Ducru-Beaucaillou",2006,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2006/-/-/u","$158.00","The Redd Collection","2006Ch Ducru-Beaucaillou","USA (CA)"
11404,"Ch Ducru-Beaucaillou",2006,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2006/-/-/u","$158.00","European Wine Resource","2006Ducru-Beaucaillou","USA (CA)"
11404,"Ch Ducru-Beaucaillou",2006,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2006/-/-/u","$184.99","Laguna Cellar","Chateau Ducru-Beaucaillou2006,Pauillac","USA (CA)"
11404,"Ch Ducru-Beaucaillou",2006,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2006/-/-/u","$199.98","Wine Exchange","Ducru Beaucaillou Saint Julien2006Pre-Arrival","USA (CA)"
11404,"Ch Ducru-Beaucaillou",2006,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2006/-/-/u","$200.55","Aabalat Fine & Rare Wines","2006Ducru Beaucaillou StJulien,Red Blend","USA (CA)"
11404,"Ch Ducru-Beaucaillou",2006,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2006/-/-/u","$220.00","Verve Wine - CA","Chateau Ducru Beaucaillou StJulien2006","USA (CA)"
11404,"Ch Ducru-Beaucaillou",2006,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2006/-/-/u","$224.99","Mission Wine & Spirits","Chateau Ducru Beaucaillou Saint Julien2006","USA (CA)"
11405,"Ch Ducru-Beaucaillou",2009,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2009/-/-/u","$269.94","Plume Ridge  Shop","2009Chateau Ducru Beaucaillou,Saint-Julien,France,Bordeaux","USA (CA)"
11405,"Ch Ducru-Beaucaillou",2009,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2009/-/-/u","$294.94","JJ Buckley Fine Wines","2009Ducru Beaucaillou Bordeaux Blend,St Julien","USA (CA)"
11405,"Ch Ducru-Beaucaillou",2009,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2009/-/-/u","$300.00","Westgarth Wines","2009Ducru Beaucaillou","USA (CA)"
11405,"Ch Ducru-Beaucaillou",2009,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2009/-/-/u","$304.00","The Redd Collection","2009Ch Ducru-Beaucaillou","USA (CA)"
11405,"Ch Ducru-Beaucaillou",2009,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2009/-/-/u","$345.00","Vinfolio","2009Ducru-Beaucaillou750ML","USA (CA)"
11405,"Ch Ducru-Beaucaillou",2009,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2009/-/-/u","$369.98","Wine Exchange","Ducru Beaucaillou Saint Julien2009Pre-Arrival","USA (CA)"
11405,"Ch Ducru-Beaucaillou",2009,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2009/-/-/u","$374.95","Gil Turner's Fine Wines and Spirits","2009Chateau Ducru Beaucaillou St.Julien(750ML)","USA (CA)"
11405,"Ch Ducru-Beaucaillou",2009,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2009/-/-/u","$375.00","Belmont Wine Exchange LLC","2009Ducru Beaucaillou","USA (CA)"
11405,"Ch Ducru-Beaucaillou",2009,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2009/-/-/u","$379.99","K&L Wine Merchants","2009Ducru-Beaucaillou St-Julien","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$225.00","Elevation Wine Fund","2010Ducru-Beaucaillou,France,Bordeaux,Haut Medoc,Saint Julien,Red","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$228.00","The Redd Collection","2010Ch Ducru-Beaucaillou","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$234.94","JJ Buckley Fine Wines","2010Ducru Beaucaillou Bordeaux Blend,St Julien","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$238.00","Westgarth Wines","2010Ducru Beaucaillou","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$238.94","The Wine Club","2010Ducru Beaucaillou Saint Julien","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$239.00","Vinfolio","2010Ducru-Beaucaillou750ML","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$268.00","DOB Wines/Duke of Bourbon","Ducru Beaucaillou2010Bordeaux Saint-Julien","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$288.00","Laguna Cellar","Chateau Ducru-Beaucaillou2010,Pauillac","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$289.98","Wine Exchange","Ducru Beaucaillou Saint Julien2010Pre-Arrival","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$299.00","Belmont Wine Exchange LLC","2010Ducru Beaucaillou","USA (CA)"
11406,"Ch Ducru-Beaucaillou",2010,"750ml","https://www.wine-searcher.com/find/ch+ducru+beaucaillou/2010/-/-/u","$299.99","Total Wine & More, Sacramento Arden","2010Chateau Ducru Beaucaillou StJulien,Bordeaux Blend,Saint-Julien,Bordeaux,France","USA (CA)"
11407,"Ch Duhart-Milon",2000,"750ml","https://www.wine-searcher.com/find/ch+duhart-milon/2000/-/-/u","$114.98","The Wine Club","2000Duhart Milon,Pauillac","USA (CA)"
11407,"Ch Duhart-Milon",2000,"750ml","https://www.wine-searcher.com/find/ch+duhart-milon/2000/-/-/u","$119.00","Belmont Wine Exchange LLC","2000Duhart Milon Rothschild","USA (CA)"
11407,"Ch Duhart-Milon",2000,"750ml","https://www.wine-searcher.com/find/ch+duhart-milon/2000/-/-/u","$129.00","Benchmark Wine Group","Duhart Milon2000","USA (CA)"
11407,"Ch Duhart-Milon",2000,"750ml","https://www.wine-searcher.com/find/ch+duhart-milon/2000/-/-/u","$133.00","The Redd Collection","2000Ch Duhart-Milon","USA (CA)"
11407,"Ch Duhart-Milon",2000,"750ml","https://www.wine-searcher.com/find/ch+duhart-milon/2000/-/-/u","$154.55","Aabalat Fine & Rare Wines","2000Duhart Milon Rothschild Pauillac,Red Blend","USA (CA)"
11408,"Ch Figeac",1998,"750ml","https://www.wine-searcher.com/find/ch+figeac/1998/-/-/u","$163.89","Aabalat Fine & Rare Wines","1998Figeac StEmilion,Red Blend","USA (CA)"
11408,"Ch Figeac",1998,"750ml","https://www.wine-searcher.com/find/ch+figeac/1998/-/-/u","$245.00","Vinfolio","1998Figeac750ML","USA (CA)"
11408,"Ch Figeac",1998,"750ml","https://www.wine-searcher.com/find/ch+figeac/1998/-/-/u","$250.00","The Redd Collection","1998Ch Figeac","USA (CA)"
11408,"Ch Figeac",1998,"750ml","https://www.wine-searcher.com/find/ch+figeac/1998/-/-/u","$801.89","Aabalat Fine & Rare Wines","1998Figeac StEmilion,Red Blend","USA (CA)"
11408,"Ch Figeac",1998,"750ml","https://www.wine-searcher.com/find/ch+figeac/1998/-/-/u","$3142.89","Aabalat Fine & Rare Wines","1998Figeac StEmilion,Red Blend","USA (CA)"
11409,"Ch Figeac",2000,"750ml","https://www.wine-searcher.com/find/ch+figeac/2000/-/-/u","$228.00","The Redd Collection","2000Ch Figeac","USA (CA)"
11409,"Ch Figeac",2000,"750ml","https://www.wine-searcher.com/find/ch+figeac/2000/-/-/u","$242.00","Westgarth Wines","2000Figeac","USA (CA)"
11409,"Ch Figeac",2000,"750ml","https://www.wine-searcher.com/find/ch+figeac/2000/-/-/u","$249.95","Mission Wine & Spirits","Chateau Figeac St.Emilion1er Grand Cru2000","USA (CA)"
11409,"Ch Figeac",2000,"750ml","https://www.wine-searcher.com/find/ch+figeac/2000/-/-/u","$2900.00","Westgarth Wines","2000Figeac","USA (CA)"
11410,"Ch Figeac",2009,"750ml","https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u","$215.00","Belmont Wine Exchange LLC","2009Figeac","USA (CA)"
11410,"Ch Figeac",2009,"750ml","https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u","$219.00","Wally's Wine & Spirits","2009Chateau Figeac750mL,2009","USA (CA)"
11410,"Ch Figeac",2009,"750ml","https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u","$230.00","Westgarth Wines","2009Figeac","USA (CA)"
11410,"Ch Figeac",2009,"750ml","https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u","$234.00","The Redd Collection","2009Ch Figeac","USA (CA)"
11410,"Ch Figeac",2009,"750ml","https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u","$239.00","Benchmark Wine Group","Figeac2009","USA (CA)"
11410,"Ch Figeac",2009,"750ml","https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u","$269.99","Wine.com","2009Chateau Figeac","USA (CA)"
11410,"Ch Figeac",2009,"750ml","https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u","$275.55","Aabalat Fine & Rare Wines","2009Figeac StEmilion,Red Blend","USA (CA)"
11410,"Ch Figeac",2009,"750ml","https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u","$299.99","Total Wine & More, Sacramento Arden","2009Chateau Figeac StEmilion,Bordeaux Blend,Saint-Emilion,Bordeaux,France","USA (CA)"
11411,"Ch Grand-Puy-Lacoste",1996,"750ml","https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u","$129.00","Benchmark Wine Group","Grand Puy Lacoste1996","USA (CA)"
11411,"Ch Grand-Puy-Lacoste",1996,"750ml","https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u","$129.98","Wine Exchange","Grand Puy Lacoste Pauillac1996","USA (CA)"
11411,"Ch Grand-Puy-Lacoste",1996,"750ml","https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u","$133.00","The Redd Collection","1996Ch Grand-Puy-Lacoste","USA (CA)"
11411,"Ch Grand-Puy-Lacoste",1996,"750ml","https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u","$135.00","Vinfolio","1996Grand-Puy-Lacoste750ML","USA (CA)"
11411,"Ch Grand-Puy-Lacoste",1996,"750ml","https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u","$144.00","Fine Wines International","1996Chateau Grand-Puy-Lacoste,Pauillac,France750ml","USA (CA)"
11412,"Ch Grand-Puy-Lacoste",2000,"750ml","https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u","$135.00","Vinfolio","2000Grand-Puy-Lacoste750ML","USA (CA)"
11412,"Ch Grand-Puy-Lacoste",2000,"750ml","https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u","$146.00","EC Cellars LLC","2000Chateau Grand-Puy-Lacoste,Pauillac,France","USA (CA)"
11412,"Ch Grand-Puy-Lacoste",2000,"750ml","https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u","$146.00","Westgarth Wines","2000Grand Puy Lacoste","USA (CA)"
11412,"Ch Grand-Puy-Lacoste",2000,"750ml","https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u","$148.00","The Redd Collection","2000Ch Grand-Puy-Lacoste","USA (CA)"
11412,"Ch Grand-Puy-Lacoste",2000,"750ml","https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u","$149.00","Benchmark Wine Group","Grand Puy Lacoste2000","USA (CA)"
11412,"Ch Grand-Puy-Lacoste",2000,"750ml","https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u","$167.00","Kogod Wine Merchant","2000Grand Puy Lacoste Pauillac","USA (CA)"
11413,"Ch Gruaud-Larose",1986,"750ml","https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u","$195.00","Belmont Wine Exchange LLC","1986Gruaud Larose","USA (CA)"
11413,"Ch Gruaud-Larose",1986,"750ml","https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u","$195.00","Clarets","1986Gruaud Larose","USA (CA)"
11413,"Ch Gruaud-Larose",1986,"750ml","https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u","$198.99","VintageWineNow.com","1986Gruaud Larose","USA (CA)"
11413,"Ch Gruaud-Larose",1986,"750ml","https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u","$199.89","Vinfolio","1986Gruaud Larose750ML","USA (CA)"
11413,"Ch Gruaud-Larose",1986,"750ml","https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u","$210.00","Fine Wines International","1986Chateau Gruaud-Larose,Saint-Julien,France750ml","USA (CA)"
11413,"Ch Gruaud-Larose",1986,"750ml","https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u","$221.00","The Redd Collection","1986Ch Gruaud-Larose","USA (CA)"
11413,"Ch Gruaud-Larose",1986,"750ml","https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u","$250.55","Aabalat Fine & Rare Wines","1986Gruaud Larose StJulien,Red Blend","USA (CA)"
11414,"Ch Guiraud",1990,"375ml","https://www.wine-searcher.com/find/ch+guiraud/1990/-/-/u","$69.00","The Redd Collection","1990Ch Guiraud","USA (CA)"
11414,"Ch Guiraud",1990,"375ml","https://www.wine-searcher.com/find/ch+guiraud/1990/-/-/u","$74.00","Vinfolio","1990Guiraud750ML","USA (CA)"
11414,"Ch Guiraud",1990,"375ml","https://www.wine-searcher.com/find/ch+guiraud/1990/-/-/u","$89.99","K&L Wine Merchants","1990Guiraud Sauternes","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$234.00","The Redd Collection","2009Ch Haut-Bailly","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$245.00","Guido's Wine","Chateau Haut-Bailly2009,750ml","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$249.94","JJ Buckley Fine Wines","2009Haut Bailly Bordeaux Blend,Pessac Leognan","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$257.00","Westgarth Wines","2009Haut Bailly","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$284.99","K&L Wine Merchants","2009Haut-Bailly Pessac-Leognan","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$287.89","Aabalat Fine & Rare Wines","2009Haut Bailly Pessac Leognan,Red Blend","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$299.00","Wally's Wine & Spirits","2009Chateau Haut Bailly750mL,2009","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$495.00","The Rare Wine Co.","2009Chateau Haut-Bailly1.5L","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$860.00","K&L Wine Merchants","2009Haut-Bailly Pessac-Leognan3-PackinOWC","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$1700.00","K&L Wine Merchants","2009Haut-Bailly Pessac-Leognan6-packinOWC","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$3075.00","Westgarth Wines","2009Haut Bailly","USA (CA)"
11415,"Ch Haut-Bailly",2009,"750ml","https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u","$3400.00","K&L Wine Merchants","2009Haut-Bailly Pessac-Leognan12-PackinOWC","USA (CA)"
11416,"Ch Haut-Bailly",2010,"750ml","https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u","$152.00","The Redd Collection","2010Ch Haut-Bailly","USA (CA)"
11416,"Ch Haut-Bailly",2010,"750ml","https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u","$152.00","Westgarth Wines","2010Haut Bailly","USA (CA)"
11416,"Ch Haut-Bailly",2010,"750ml","https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u","$155.00","Benchmark Wine Group","Haut Bailly2010","USA (CA)"
11416,"Ch Haut-Bailly",2010,"750ml","https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u","$158.00","European Wine Resource","2010Haut Bailly","USA (CA)"
11416,"Ch Haut-Bailly",2010,"750ml","https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u","$159.00","Vinfolio","2010Haut-Bailly750ML","USA (CA)"
